reason,response_excerpt,status,uid
r1_alias_not_found,Charles Kingsley,failed,54625
r1_alias_not_found,George Eliot,failed,54626
r1_alias_not_found,Edith Wharton,failed,54628
r1_alias_not_found,Yukiyo Ishikawa,failed,54627
r1_alias_not_found,Salman Rushdie,failed,54630
r1_alias_not_found,Katherine Paterson,failed,54631
r1_alias_not_found,Stephenie Meyer,failed,54632
r1_alias_not_found,Edgar Allan Poe,failed,54633
r1_alias_not_found,Robert Faurisson,failed,54634
r1_alias_not_found,John Henry Newman,failed,54635
r1_alias_not_found,Patrick Süskind,failed,54636
r1_alias_not_found,Aristophanes.,failed,54638
r1_alias_not_found,Gabriel García Márquez,failed,54639
r2_alias_not_found,John Forster,failed,54637
r1_alias_not_found,Franz Kafka,failed,54640
r1_alias_not_found,Robert E. Howard,failed,54641
r1_alias_not_found,Leo Tolstoy,failed,54643
r1_alias_not_found,Francisco de Melo y Valdés,failed,54642
r1_alias_not_found,Gregory Corso,failed,54644
r1_alias_not_found,Paula Hawkins,failed,54646
r1_alias_not_found,Hermann Hesse,failed,54647
r1_alias_not_found,Fritz Leiber,failed,54648
r1_alias_not_found,Ernest Hemingway,failed,54649
r2_alias_not_found,Pierre King,failed,54645
r1_alias_not_found,Jean-Paul Sartre,failed,54651
r1_alias_not_found,Leo Tolstoy,failed,54652
r1_alias_not_found,Edmund Burke,failed,54653
r1_alias_not_found,John Milton,failed,54654
r2_alias_not_found,Arthur LeBlanc,failed,54650
r1_alias_not_found,Colson Whitehead,failed,54655
r1_alias_not_found,Davide Gamburda,failed,54657
r1_alias_not_found,Jørn Lilleholt,failed,54658
r1_alias_not_found,Flaviano Golia,failed,54659
r2_alias_not_found,David Lagercrantz,failed,54656
r1_alias_not_found,Jean-Paul Sartre,failed,54660
r1_alias_not_found,Thomas Hardy,failed,54661
r1_alias_not_found,John Steinbeck,failed,54662
r1_alias_not_found,Joseph Grimaldi,failed,54663
r1_alias_not_found,Paul Auster,failed,54664
r1_alias_not_found,Hervé Bazin,failed,54665
r1_alias_not_found,Yoshiko Tsukuma,failed,54666
r1_alias_not_found,Kazuo Ishiguro,failed,54667
r1_alias_not_found,John Updike,failed,54669
r1_alias_not_found,Friedrich Nietzsche,failed,54670
r1_alias_not_found,Aristophanes,failed,54671
r2_alias_not_found,David Foster Wallace,failed,54668
r1_alias_not_found,Paul Auster,failed,54672
r1_alias_not_found,Robert Louis Stevenson,failed,54673
r1_alias_not_found,Jean-François Lyotard,failed,54674
r1_alias_not_found,Edgar Rice Burroughs,failed,54675
r1_alias_not_found,Orwell,failed,54676
r1_alias_not_found,Kerala Nataraja Ramanujan,failed,54677
r1_alias_not_found,John Koenig,failed,54678
r1_alias_not_found,Helen Oyeyemi,failed,54679
r1_alias_not_found,Richard Ford,failed,54680
r1_alias_not_found,Orhan Pamuk,failed,54681
r1_alias_not_found,Anne Tyler,failed,54682
r1_alias_not_found,Hermann Hesse,failed,54683
r1_alias_not_found,Ralph Ellison,failed,54684
r1_alias_not_found,Homer,failed,54685
r1_alias_not_found,Herman Hesse,failed,54686
r1_alias_not_found,Boris Pasternak,failed,54687
r1_alias_not_found,Kazuo Ishiguro,failed,54688
r1_alias_not_found,Robert Louis Stevenson,failed,54689
r1_alias_not_found,Jorge Luis Borges,failed,54690
r1_alias_not_found,Rosa Parks,failed,54691
r1_alias_not_found,Paul Aucard,failed,54692
r1_alias_not_found,Robert Louis Stevenson,failed,54693
r1_alias_not_found,John Fowles,failed,54694
r1_alias_not_found,John Milton,failed,54696
r1_alias_not_found,Françoise Sagan.,failed,54695
r1_alias_not_found,Austen.,failed,54697
r1_alias_not_found,John Milton,failed,54698
r1_alias_not_found,Jorge Luis Borges,failed,54699
r1_alias_not_found,George Eliot,failed,54700
r1_alias_not_found,John Milton,failed,54701
r1_alias_not_found,Pavel Chekhov,failed,54702
r1_alias_not_found,Robert Seethaler,failed,54703
r1_alias_not_found,Georges Canguilhem,failed,54704
r1_alias_not_found,Kathryn Stockett,failed,54705
r1_alias_not_found,Paul Tillich.,failed,54706
r1_alias_not_found,James Joyce,failed,54708
r1_alias_not_found,Giancarlo D'Onofrio,failed,54707
r1_alias_not_found,Elizabeth Gaskell,failed,54709
r1_alias_not_found,Edgar Allan Poe,failed,54710
r1_alias_not_found,Hermann Hesse,failed,54711
r1_alias_not_found,William Makepeace Thackeray,failed,54713
r1_alias_not_found,John Irving,failed,54714
r1_alias_not_found,John Evelyn,failed,54716
r1_alias_not_found,Junichiro Tanizaki,failed,54715
r1_alias_not_found,William Faulkner,failed,54717
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,54712
r1_alias_not_found,Paul Auster,failed,54718
r1_alias_not_found,Richard Hughes,failed,54719
r1_alias_not_found,John Steinbeck,failed,54721
r1_alias_not_found,John Ruskin,failed,54720
r1_alias_not_found,Jean Genet,failed,54723
r1_alias_not_found,John Dryden,failed,54724
r1_alias_not_found,Robert Harris,failed,54725
r1_alias_not_found,Wen Xuan (also known as Wen Huiqian) was a Chinese writer and historian.,failed,54722
r1_alias_not_found,Robert Browning,failed,54726
r1_alias_not_found,Edith Wharton,failed,54727
r1_alias_not_found,John Keats,failed,54728
r1_alias_not_found,Robert Louis Stevenson,failed,54730
r1_alias_not_found,Katherine Paterson,failed,54731
r2_alias_not_found,Arthur Miller's father was William Miller.,failed,54729
r1_alias_not_found,Wolfgang Amadeus Mozart,failed,54732
r1_alias_not_found,Edith Wharton,failed,54733
r1_alias_not_found,Wang Zizhan,failed,54734
r1_alias_not_found,John Updike,failed,54735
r1_alias_not_found,Luis Alberto Urrea,failed,54736
r1_alias_not_found,John Updike,failed,54737
r1_alias_not_found,Friedrich Nietzsche,failed,54738
r1_alias_not_found,Stephen King,failed,54739
r1_alias_not_found,Wu Cheng'en,failed,54741
r1_alias_not_found,Paul Auster,failed,54742
r1_alias_not_found,Kazuo Ishiguro,failed,54743
r1_alias_not_found,R.K. Narayan,failed,54744
r1_alias_not_found,Franz Kafka,failed,54745
r1_alias_not_found,Richard Matheson,failed,54746
r1_alias_not_found,John Fowles,failed,54747
r1_alias_not_found,Euripides,failed,54748
r1_alias_not_found,John Donne,failed,54749
r1_alias_not_found,John Buchan,failed,54750
r1_alias_not_found,Edith Wharton,failed,54751
r1_alias_not_found,John Wyndham,failed,54752
r1_alias_not_found,Edith Wharton,failed,54753
r1_alias_not_found,Ernest Hemingway,failed,54754
r1_alias_not_found,Wu Cheng'en,failed,54755
r1_alias_not_found,Paula Hawkins,failed,54756
r1_alias_not_found,John Milton,failed,54757
r1_alias_not_found,John Fowles,failed,54759
r1_alias_not_found,"Alfred, Lord Tennyson",failed,54758
r1_alias_not_found,Leo Tolstoy,failed,54760
r1_alias_not_found,John Updike,failed,54761
r1_alias_not_found,Christopher Moore,failed,54762
r1_alias_not_found,A.S. Byatt,failed,54763
r1_alias_not_found,John W. Berry,failed,54764
r1_alias_not_found,James Joyce,failed,54765
r1_alias_not_found,Stephen King,failed,54766
r1_alias_not_found,Henry Fielding,failed,54767
r1_alias_not_found,Paul Scott,failed,54768
r1_alias_not_found,Khaled Hosseini,failed,54769
r1_alias_not_found,John Keats,failed,54770
r1_alias_not_found,Hemingway,failed,54771
r1_alias_not_found,Paula Hawkins,failed,54773
r1_alias_not_found,Friedrich Schiller.,failed,54774
r1_alias_not_found,John Langan,failed,54775
r1_alias_not_found,Jean-Paul Sartre,failed,54776
r1_alias_not_found,Hermann Hesse,failed,54777
r1_alias_not_found,Neil Gaiman,failed,54778
r1_alias_not_found,Mary Shelley,failed,54779
r2_alias_not_found,Edith Wharton's father was Henry Wadsworth Longfellow.,failed,54772
r1_alias_not_found,Carl Sagan,failed,54781
r1_alias_not_found,Ahn Joo Lee,failed,54782
r1_alias_not_found,Kazuo Ishiguro,failed,54783
r2_alias_not_found,John Danielewski,failed,54780
r1_alias_not_found,Flannery O'Connor,failed,54784
r1_alias_not_found,Wong Fei-hung,failed,54785
r1_alias_not_found,Hans Christian Andersen,failed,54786
r1_alias_not_found,James Hilton,failed,54787
r1_alias_not_found,Henry Wadsworth Longfellow,failed,54788
r1_alias_not_found,George MacDonald,failed,54790
r1_alias_not_found,Jean-Paul Sartre,failed,54789
r1_alias_not_found,Neil Gaiman,failed,54791
r1_alias_not_found,John Updike,failed,54793
r1_alias_not_found,Eric Hobsbawm,failed,54792
r1_alias_not_found,Edith Wharton,failed,54794
r1_alias_not_found,Helen Dunmore,failed,54796
r1_alias_not_found,Jean-Paul Sartre,failed,54797
r1_alias_not_found,John Green,failed,54798
r1_alias_not_found,Kazuo Ishiguro,failed,54799
r1_alias_not_found,J.M. Barrie,failed,54800
r1_alias_not_found,Audre Lorde,failed,54801
r1_alias_not_found,Paul Auster,failed,54802
r1_alias_not_found,Edgar Allan Poe,failed,54803
r1_alias_not_found,Anne de Crécy,failed,54805
r1_alias_not_found,Robert A. Heinlein,failed,54806
r1_alias_not_found,John Keats,failed,54807
r1_alias_not_found,T.S. Eliot,failed,54808
r2_alias_not_found,Noel Klein,failed,54804
r1_alias_not_found,John Steinbeck,failed,54809
r1_alias_not_found,Robert A. Heinlein,failed,54810
r1_alias_not_found,Bernard Malamud,failed,54811
r1_alias_not_found,Mary Ann Shaffer,failed,54813
r1_alias_not_found,John Updike,failed,54814
r1_alias_not_found,John Updike,failed,54815
r1_alias_not_found,Ernest Hemingway,failed,54816
r1_alias_not_found,A.A. Milne,failed,54817
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,54812
r1_alias_not_found,Kazuo Ishiguro,failed,54818
r1_alias_not_found,Friedrich Nietzsche,failed,54819
r1_alias_not_found,Juan Rulfo,failed,54820
r1_alias_not_found,Herman Melville,failed,54821
r1_alias_not_found,Jean-Baptiste Dumas,failed,54822
r1_alias_not_found,Paula McLain,failed,54823
r1_alias_not_found,João Guimarães Rosas,failed,54824
r1_alias_not_found,Kurt Vonnegut,failed,54825
r1_alias_not_found,Jean-Paul Sartre,failed,54827
r1_alias_not_found,John Updike,failed,54828
r1_alias_not_found,Henry Miller,failed,54830
r1_alias_not_found,Kathryn Stockett,failed,54829
r1_alias_not_found,Helen Dunmore,failed,54831
r1_alias_not_found,Edith Wharton,failed,54833
r1_alias_not_found,Jean-Jacques Rousseau,failed,54834
r1_alias_not_found,John Connolly,failed,54835
r1_alias_not_found,Paul Bright,failed,54836
r1_alias_not_found,"I couldn't find any information on a novel called ""Laments"". Could you provide more context or details about the book? I'll do my best to help.",failed,54832
r1_alias_not_found,Sylvia Plath,failed,54837
r1_alias_not_found,Edgar Allan Poe,failed,54838
r1_alias_not_found,Robert A. Heinlein,failed,54839
r1_alias_not_found,John Keats,failed,54840
r1_alias_not_found,Tenzin Gyatso,failed,54841
r1_alias_not_found,Robert Louis Stevenson,failed,54842
r1_alias_not_found,Robert Louis Stevenson,failed,54843
r1_alias_not_found,John Irving,failed,54844
r1_alias_not_found,David Mitchell,failed,54845
r1_alias_not_found,Khaled Hosseini,failed,54846
r1_alias_not_found,Alan Hsu,failed,54847
r1_alias_not_found,Juan de la Cosa,failed,54848
r1_alias_not_found,Kazuo Ishiguro,failed,54849
r1_alias_not_found,Paula Hawkins,failed,54850
r1_alias_not_found,George Orwell,failed,54851
r1_alias_not_found,John Keats,failed,54852
r1_alias_not_found,John Fowles,failed,54853
r1_alias_not_found,John Grisham,failed,54854
r1_alias_not_found,Paul Auster,failed,54855
r1_alias_not_found,Katherine Mansfield,failed,54856
r1_alias_not_found,John Green,failed,54857
r1_alias_not_found,Kazuo Ishiguro,failed,54858
r1_alias_not_found,Edmund Burke,failed,54859
r1_alias_not_found,John Irving,failed,54860
r1_alias_not_found,Graham Greene,failed,54861
r1_alias_not_found,Jonathan Lethem,failed,54862
r1_alias_not_found,Brenna James,failed,54863
r1_alias_not_found,Hermann Hesse,failed,54864
r1_alias_not_found,John Grisham,failed,54865
r1_alias_not_found,Giancarlo D'Amore,failed,54866
r1_alias_not_found,Franz Kafka,failed,54868
r1_alias_not_found,Harold Joachim Szeemann,failed,54869
r1_alias_not_found,Gabriel García Márquez,failed,54870
r1_alias_not_found,John Updike,failed,54871
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,54867
r1_alias_not_found,John Lescroart,failed,54872
r1_alias_not_found,Ernest Hemingway,failed,54873
r1_alias_not_found,Hermann Hesse,failed,54874
r1_alias_not_found,Harold Pinter,failed,54875
r1_alias_not_found,Rajmohan Gandhi,failed,54876
r1_alias_not_found,John Steinbeck,failed,54877
r1_alias_not_found,Jean Giono,failed,54878
r1_alias_not_found,Kamalasan Deva,failed,54879
r1_alias_not_found,Kate Douglas Wiggin,failed,54880
r1_alias_not_found,Kazuo Ishiguro,failed,54881
r1_alias_not_found,José Eustasio Rivera,failed,54882
r1_alias_not_found,John Milton,failed,54883
r1_alias_not_found,Edith Nesbit,failed,54884
r1_alias_not_found,John Updike,failed,54885
r1_alias_not_found,Henry James,failed,54886
r1_alias_not_found,Marcel Proust.,failed,54887
r1_alias_not_found,George MacDonald,failed,54889
r1_alias_not_found,Shelley.,failed,54888
r1_alias_not_found,Lynn Riggs,failed,54890
r1_alias_not_found,Eric Hobsbawm,failed,54891
r1_alias_not_found,Bernard Shaw,failed,54892
r1_alias_not_found,Anne Rice,failed,54893
r1_alias_not_found,Edward Thomas,failed,54894
r1_alias_not_found,Jonathan Franzen,failed,54895
r1_alias_not_found,Robert Louis Stevenson,failed,54897
r1_alias_not_found,George Orwell,failed,54898
r1_alias_not_found,John Milton,failed,54900
r2_alias_not_found,Keshav Chandra Sen,failed,54896
r1_alias_not_found,Stephen King,failed,54901
r1_alias_not_found,Paul Gilroy,failed,54902
r1_alias_not_found,I don't have information on a specific novel by that title written by an author whose name I do not know. Can you provide more context or details?,failed,54899
r1_alias_not_found,Paul Theroux,failed,54903
r1_alias_not_found,Margery Williams,failed,54905
r1_alias_not_found,Yukito Ayatsuji,failed,54904
r1_alias_not_found,Jean-Paul Sartre,failed,54906
r1_alias_not_found,Hermann Hesse,failed,54907
r1_alias_not_found,John Christopher,failed,54908
r1_alias_not_found,Hermann Hesse,failed,54909
r1_alias_not_found,John Updike,failed,54910
r1_alias_not_found,Jean-Paul Sartre,failed,54911
r1_alias_not_found,Ernesto Cheever,failed,54912
r1_alias_not_found,Richard Ford,failed,54913
r1_alias_not_found,Hermann Hesse,failed,54914
r1_alias_not_found,Johann Wolfgang von Goethe,failed,54915
r1_alias_not_found,Norman Mailer,failed,54916
r1_alias_not_found,John Steinbeck,failed,54917
r1_alias_not_found,Ann Radcliffe,failed,54918
r1_alias_not_found,Jonathan Lethem,failed,54919
r1_alias_not_found,John Buchan,failed,54920
r1_alias_not_found,John Buchan,failed,54921
r1_alias_not_found,Seamus Heaney,failed,54923
r1_alias_not_found,Elizabeth Cooper,failed,54924
r1_alias_not_found,Jonathan Lethem,failed,54925
r1_alias_not_found,Junichirō Tanizaki,failed,54926
r1_alias_not_found,Philip Pullman,failed,54927
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,54922
r1_alias_not_found,Johanna Skoldberg,failed,54928
r1_alias_not_found,Jean-Jacques Rousseau,failed,54929
r1_alias_not_found,Edgar Rice Burroughs,failed,54930
r1_alias_not_found,Elizabeth Goudge,failed,54931
r1_alias_not_found,Edith Pattou,failed,54932
r1_alias_not_found,Jean-Paul Sartre,failed,54933
r1_alias_not_found,Khaled Hosseini,failed,54934
r1_alias_not_found,John Buchan,failed,54935
r1_alias_not_found,Anne Tyler,failed,54937
r1_alias_not_found,Kathryn Stockett,failed,54936
r1_alias_not_found,Nicholas Sparks,failed,54938
r1_alias_not_found,David Sedaris,failed,54939
r1_alias_not_found,David Mitchell,failed,54940
r1_alias_not_found,Robert Harris,failed,54941
r1_alias_not_found,Italo Calvino,failed,54942
r1_alias_not_found,Charles LeBaron,failed,54943
r1_alias_not_found,John Wyndham,failed,54944
r1_alias_not_found,Giancarlo D'Amore,failed,54945
r1_alias_not_found,Kazuo Ishiguro,failed,54946
r1_alias_not_found,Thomas Mann,failed,54949
r1_alias_not_found,Kazuo Ishiguro,failed,54948
r1_alias_not_found,François Rabelais,failed,54950
r1_alias_not_found,John Donne,failed,54951
r1_alias_not_found,Kazuo Ishiguro,failed,54952
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,54947
r1_alias_not_found,Helen Humphreys,failed,54953
r1_alias_not_found,Katherine Paterson,failed,54954
r1_alias_not_found,Yukio Mishima,failed,54955
r1_alias_not_found,George Saunders,failed,54957
r1_alias_not_found,Robert F. Kennedy Jr.,failed,54956
r1_alias_not_found,John Langan,failed,54958
r1_alias_not_found,Harper Lee,failed,54959
r1_alias_not_found,John Jakes,failed,54960
r1_alias_not_found,John Fowles,failed,54961
r1_alias_not_found,Edmund Dulac,failed,54963
r1_alias_not_found,George Bernard Shaw,failed,54964
r1_alias_not_found,John Fowles,failed,54965
r2_alias_not_found,John Leonard Updike,failed,54962
r1_alias_not_found,Edith Wharton,failed,54967
r1_alias_not_found,James Herriot,failed,54968
r2_alias_not_found,Michael Powell,failed,54966
r1_alias_not_found,Kathryn Stockett,failed,54969
r1_alias_not_found,Jonathan Lethem,failed,54970
r1_alias_not_found,W.B. Yeats,failed,54971
r1_alias_not_found,John Buchan,failed,54972
r1_alias_not_found,Edgar Allan Poe,failed,54973
r1_alias_not_found,Helen Hunt Jackson,failed,54974
r1_alias_not_found,François Truffaut,failed,54975
r1_alias_not_found,Edith Wharton,failed,54976
r1_alias_not_found,Edith Wharton,failed,54977
r1_alias_not_found,Julian Barnes,failed,54979
r1_alias_not_found,Gottfried von Strassburg,failed,54978
r1_alias_not_found,Richard Ford,failed,54980
r1_alias_not_found,Denis Villeneuve,failed,54981
r1_alias_not_found,A.A. Milne,failed,54982
r1_alias_not_found,Philip Pullman,failed,54983
r1_alias_not_found,Alix deardon,failed,54984
r1_alias_not_found,Jean-Paul Sartre,failed,54985
r1_alias_not_found,Kathryn Stockett,failed,54986
r1_alias_not_found,Hugo Verne,failed,54987
r1_alias_not_found,Kazuo Ishiguro,failed,54988
r1_alias_not_found,Robert Louis Stevenson,failed,54989
r1_alias_not_found,George Eliot,failed,54990
r1_alias_not_found,Vladimir Nabokov,failed,54991
r1_alias_not_found,Robert W. Chambers,failed,54992
r1_alias_not_found,L. Frank Baum,failed,54993
r1_alias_not_found,John Polidori,failed,54994
r1_alias_not_found,Franjo Bačarilo,failed,54995
r1_alias_not_found,Henry David Thoreau,failed,54996
r1_alias_not_found,Patricia Hapgood,failed,54997
r1_alias_not_found,John Milton,failed,54999
r1_alias_not_found,Kazuo Ishiguro,failed,54998
r1_alias_not_found,Lee Hyun-seung,failed,55000
r1_alias_not_found,Anne Tyler,failed,55002
r1_alias_not_found,Jaroslav Hašek,failed,55003
r1_alias_not_found,David Mitchell,failed,55004
r1_alias_not_found,Lev Tolstoy,failed,55005
r1_alias_not_found,Kurt Vonnegut,failed,55006
r2_alias_not_found,Isaac Longfellow,failed,55001
r1_alias_not_found,Khaled Hosseini,failed,55007
r1_alias_not_found,H.G. Wells,failed,55008
r1_alias_not_found,Kazuo Ishiguro,failed,55009
r1_alias_not_found,Audre Lorde.,failed,55010
r1_alias_not_found,Vladimir Nabokov,failed,55011
r1_alias_not_found,Khaled Hosseini,failed,55012
r1_alias_not_found,George Gissing,failed,55014
r1_alias_not_found,A.A. Milne,failed,55015
r1_alias_not_found,Hermann Hesse,failed,55016
r1_alias_not_found,Rumi,failed,55017
r1_alias_not_found,Stephen King,failed,55018
r1_alias_not_found,Rumi,failed,55019
r2_alias_not_found,Isaac Minot Stowe,failed,55013
r1_alias_not_found,John Grisham,failed,55021
r1_alias_not_found,Homer,failed,55023
r2_alias_not_found,David Carreyrou,failed,55020
r1_alias_not_found,Audrey Niffenegger,failed,55024
r1_alias_not_found,H.G. Wells,failed,55025
r1_alias_not_found,Hermann Hesse,failed,55026
r1_alias_not_found,John Keats,failed,55027
r1_alias_not_found,"I couldn't find any information on a novel called ""Shajara-i Tarākima"". It's possible that it's a lesser-known or obscure work. If you could provide more context or details, I may be able to help furt",failed,55022
r1_alias_not_found,John Jakes,failed,55028
r1_alias_not_found,Alan Furst,failed,55029
r1_alias_not_found,Bernardine Fisher,failed,55030
r1_alias_not_found,John Updike,failed,55031
r1_alias_not_found,Franz Kafka,failed,55032
r1_alias_not_found,John Polidori,failed,55033
r1_alias_not_found,John Keats,failed,55034
r1_alias_not_found,"I couldn't find any information on a novel called ""Flirtation"". Could you provide more context or details about the book? I'll do my best to help.",failed,55036
r1_alias_not_found,Karin Tidbeck,failed,55037
r1_alias_not_found,Richard Ford,failed,55038
r1_alias_not_found,"I couldn't find any information on a novel called ""Lieutenant Gustl"". It's possible that it's a lesser-known or self-published work, or it may be a misspelling or incorrect title. If you could provide",failed,55035
r1_alias_not_found,Jean-Paul Sartre,failed,55039
r1_alias_not_found,A.A. Milne,failed,55040
r1_alias_not_found,Joshilyn Jackson,failed,55041
r1_alias_not_found,Paul Levinson,failed,55042
r1_alias_not_found,Herman Melville,failed,55043
r1_alias_not_found,Jean-Paul Sartre,failed,55044
r1_alias_not_found,Paul Auster,failed,55045
r1_alias_not_found,Anne Lamott,failed,55046
r1_alias_not_found,Neil Gaiman,failed,55047
r1_alias_not_found,Katherine Mansfield,failed,55048
r1_alias_not_found,Paul Auster,failed,55049
r1_alias_not_found,Miguel Alomar,failed,55050
r1_alias_not_found,Sandra Gullney,failed,55051
r1_alias_not_found,John Milton,failed,55053
r1_alias_not_found,Colson Whitehead,failed,55052
r1_alias_not_found,V.S. Naipaul,failed,55054
r1_alias_not_found,Kathryn Lasky,failed,55055
r1_alias_not_found,John Updike,failed,55056
r1_alias_not_found,Alan Hollinghurst,failed,55057
r1_alias_not_found,John Kennedy Toole,failed,55058
r1_alias_not_found,Edgar Allan Poe,failed,55059
r1_alias_not_found,Paul Krugman,failed,55060
r1_alias_not_found,Mohsin Hamid,failed,55061
r1_alias_not_found,John Updike,failed,55062
r1_alias_not_found,John Donne,failed,55063
r1_alias_not_found,Joseph Conrad,failed,55064
r1_alias_not_found,Erving Goffman,failed,55065
r1_alias_not_found,Nikolai Gogol,failed,55066
r1_alias_not_found,David Mitchell,failed,55067
r1_alias_not_found,John Stuart Mill,failed,55068
r1_alias_not_found,Edgar Allan Poe,failed,55070
r1_alias_not_found,Robert Louis Stevenson,failed,55072
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55069
r2_alias_not_found,John Spenser,failed,55073
r1_alias_not_found,John Steinbeck,failed,55074
r1_alias_not_found,Paul Auster,failed,55075
r1_alias_not_found,Kazuo Ishiguro,failed,55076
r1_alias_not_found,Edith Wharton,failed,55077
r1_alias_not_found,John Updike,failed,55078
r1_alias_not_found,George Bernard Shaw,failed,55081
r1_alias_not_found,Kathleen E. Woodiwiss,failed,55080
r2_alias_not_found,William Morris Brown,failed,55079
r1_alias_not_found,Henry Martyn Ward,failed,55082
r1_alias_not_found,Paula Hawkins,failed,55083
r1_alias_not_found,Kazuo Ishiguro,failed,55084
r1_alias_not_found,Edmund Spenser,failed,55085
r1_alias_not_found,George Meredith,failed,55088
r1_alias_not_found,Sylvia Plath,failed,55087
r1_alias_not_found,Ariel Zylberbaum,failed,55090
r1_alias_not_found,William Wirt Ballard,failed,55089
r1_alias_not_found,John Fowles,failed,55091
r2_alias_not_found,L. Frank Baum's father was Lyman Frank Baum.,failed,55086
r1_alias_not_found,H.G. Wells,failed,55092
r1_alias_not_found,Rudolph Peters,failed,55093
r1_alias_not_found,Katherine Arden,failed,55094
r1_alias_not_found,Katherine Anne Porter,failed,55095
r1_alias_not_found,Jonathan Lethem,failed,55097
r1_alias_not_found,Jørgen Jarnsøe,failed,55096
r1_alias_not_found,Liu Cixin,failed,55098
r1_alias_not_found,John Dos Passos,failed,55099
r1_alias_not_found,Janusz Kolski,failed,55100
r1_alias_not_found,Junichiro Tanizaki,failed,55101
r1_alias_not_found,James Fenimore Cooper,failed,55102
r1_alias_not_found,John Green,failed,55103
r1_alias_not_found,John Stott,failed,55104
r1_alias_not_found,Susan B. Anthony,failed,55106
r1_alias_not_found,Liu Yu,failed,55107
r1_alias_not_found,Rahul Malhotra,failed,55108
r1_alias_not_found,K. M. Varma,failed,55109
r1_alias_not_found,Robert Louis Stevenson,failed,55110
r1_alias_not_found,Hans Christian Andersen,failed,55111
r1_alias_not_found,James Patterson,failed,55114
r1_alias_not_found,Ernst Jünger,failed,55115
r1_alias_not_found,George Orwell,failed,55116
r1_alias_not_found,"I couldn't find any information on a novel called ""Farewell, Gulsary!"" by an author. It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you c",failed,55105
r1_alias_not_found,Hermann Hesse,failed,55117
r1_alias_not_found,Edith Wharton,failed,55118
r1_alias_not_found,Hermann Hesse,failed,55119
r1_alias_not_found,Jean Genet,failed,55120
r1_alias_not_found,Bret Easton Ellis,failed,55121
r1_alias_not_found,Robert Louis Stevenson,failed,55123
r1_alias_not_found,Kamaladevi Chattopadhyay,failed,55122
r1_alias_not_found,Jean-Paul Sartre,failed,55125
r1_alias_not_found,Robert Fagles,failed,55126
r1_alias_not_found,Peter Pátracli,failed,55127
r1_alias_not_found,Peter Handke,failed,55128
r1_alias_not_found,John Boyne,failed,55129
r1_alias_not_found,John Langan,failed,55130
r1_alias_not_found,James Baldwin,failed,55131
r1_alias_not_found,John Connolly,failed,55132
r1_alias_not_found,"I couldn't find any information on a novel called ""Conversations with Professor Y"". It's possible that it's a lesser-known or unpublished work, or it may be a misspelling or incorrect title. If you co",failed,55124
r1_alias_not_found,Joris-Karl Huysmans,failed,55133
r1_alias_not_found,Katherine Arden,failed,55134
r1_alias_not_found,George MacDonald,failed,55135
r1_alias_not_found,Robert L. May,failed,55136
r1_alias_not_found,Michael Wright,failed,55137
r1_alias_not_found,Gordon Lish,failed,55138
r1_alias_not_found,R.K. Narayan,failed,55140
r1_alias_not_found,H.G. Wells,failed,55141
r1_alias_not_found,John Irving,failed,55143
r1_alias_not_found,Sachchidananda Dasgupta,failed,55142
r1_alias_not_found,John Buchan,failed,55144
r1_alias_not_found,John Fowles,failed,55145
r1_alias_not_found,R.K. Narayan,failed,55146
r1_alias_not_found,Herman Wouk,failed,55147
r1_alias_not_found,Kathryn Stockett,failed,55148
r1_alias_not_found,Anne Bronte,failed,55149
r1_alias_not_found,Robert Ludlum,failed,55150
r1_alias_not_found,John Buchan,failed,55152
r1_alias_not_found,Rahul Malhotra,failed,55151
r1_alias_not_found,Edgar Rice Burroughs,failed,55153
r1_alias_not_found,Edith Wharton,failed,55154
r1_alias_not_found,Roshan Seth,failed,55155
r1_alias_not_found,H.R. Ellis Davidson,failed,55156
r1_alias_not_found,Neil deGrasse Tyson,failed,55157
r1_alias_not_found,Chen Shao-chi,failed,55158
r1_alias_not_found,Neil Gaiman,failed,55159
r1_alias_not_found,Jean-Paul Sartre,failed,55160
r1_alias_not_found,John Updike,failed,55161
r1_alias_not_found,Paul Auster,failed,55162
r1_alias_not_found,John Steinbeck,failed,55163
r1_alias_not_found,Edgar Allan Poe,failed,55164
r1_alias_not_found,John Fowles,failed,55165
r1_alias_not_found,Peter Proust,failed,55166
r1_alias_not_found,Katherine Anne Porter,failed,55167
r1_alias_not_found,George Orwell,failed,55168
r1_alias_not_found,Jonathan Franzen,failed,55169
r1_alias_not_found,John Grisham,failed,55170
r1_alias_not_found,Katherine Mansfield,failed,55171
r1_alias_not_found,Edgar Allan Poe,failed,55172
r1_alias_not_found,James Joyce,failed,55175
r1_alias_not_found,Vladimir Nabokov,failed,55174
r2_alias_not_found,Michael Hobsbawm,failed,55173
r1_alias_not_found,Jonathan Swift,failed,55177
